,job status,marital,education,housing,approval,age,balance,duration
1237,0,0,0,1,0,35.0,189,95.0
1238,1,0,0,1,0,31.0,2,112.0
1239,1,1,1,1,0,28.0,4229,205.0
1240,7,0,1,1,0,27.0,54,97.0
1241,8,1,3,0,0,22.0,549,154.0
1242,1,0,0,1,0,35.0,298,135.0
1243,5,0,0,0,0,69.0,579,230.0
1244,2,1,2,1,0,37.0,1467,349.0
1245,0,1,1,1,0,45.0,0,38.0
1246,4,0,2,1,0,47.0,109,268.0
1247,4,0,2,1,0,52.0,-11,94.0
1248,7,0,1,1,0,33.0,90,263.0
1249,1,0,0,0,1,60.0,493,671.0
1250,4,2,1,1,0,33.0,1897,197.0
1251,0,0,1,1,0,44.0,2403,180.0
1252,2,0,1,0,0,38.0,868,452.0
1253,2,0,1,1,0,54.0,653,352.0
1254,10,2,0,0,0,32.0,0,175.0
1255,9,0,1,1,0,33.0,0,163.0
1256,7,2,1,1,0,55.0,218,200.0
1257,1,0,0,0,0,51.0,5050,75.0
1258,1,0,1,1,0,48.0,741,227.0
1259,7,1,1,1,0,37.0,1050,586.0
1260,7,1,1,0,0,33.0,-56,119.0
1261,1,0,0,1,0,30.0,1,80.0
1262,1,0,0,1,0,43.0,-98,112.0
1263,9,0,1,1,0,49.0,4667,130.0
1264,10,0,0,1,0,54.0,541,237.0
1265,10,0,2,0,0,31.0,7744,377.0
1266,11,0,3,0,1,54.0,895,335.0
1267,10,0,1,1,0,36.0,-129,121.0
1268,0,0,1,0,0,30.0,0,127.0
1269,9,1,1,0,1,27.0,158,650.0
1270,0,0,1,1,0,30.0,122,107.0
1271,1,0,1,1,0,30.0,673,610.0
1272,9,2,1,0,0,35.0,0,124.0
1273,7,2,1,1,0,33.0,411,216.0
1274,1,2,0,1,0,43.0,-97,747.0
1275,1,0,1,1,0,41.0,-217,313.0
1276,4,2,2,0,1,41.0,5037,252.0
1277,0,2,1,0,1,46.0,2232,121.0
1278,1,0,1,1,0,54.0,-932,799.0
1279,4,0,2,1,0,32.0,913,883.0
1280,9,1,2,1,0,30.0,236,197.0
1281,2,0,0,1,0,40.0,0,271.0
1282,1,0,0,0,0,30.0,2581,221.0
1283,0,0,1,0,0,27.0,639,243.0
1284,1,0,0,1,0,41.0,849,72.0
1285,7,0,1,1,0,54.0,386,155.0
1286,4,1,2,1,0,32.0,1218,70.0
1287,4,0,2,1,1,31.0,2603,280.0
1288,1,0,1,1,0,42.0,-921,115.0
1289,0,0,0,0,0,48.0,607,29.0
1290,1,0,0,1,0,34.0,79,406.0
1291,9,2,1,1,0,55.0,61,113.0
1292,9,0,1,0,0,49.0,1091,47.0
1293,4,2,2,0,0,46.0,743,36.0
1294,2,0,3,1,0,47.0,209,135.0
1295,4,1,2,0,0,24.0,172,67.0
1296,2,0,1,0,0,58.0,2,684.0
1297,4,1,2,0,1,32.0,41,686.0
1298,8,1,1,1,0,25.0,1116,170.0
1299,1,0,1,0,0,49.0,-55,150.0
1300,5,2,1,0,1,59.0,5845,1060.0
1301,4,1,2,1,0,30.0,329,122.0
1302,1,0,1,1,0,46.0,494,724.0
1303,4,0,3,0,1,42.0,1519,230.0
1304,2,0,2,0,0,37.0,2685,187.0
1305,1,0,0,1,0,44.0,-14,179.0
1306,7,0,1,0,0,49.0,5673,357.0
1307,1,0,1,0,0,41.0,1459,82.0
1308,9,0,2,0,0,48.0,0,176.0
1309,4,0,1,1,0,31.0,625,424.0
1310,8,0,3,0,0,37.0,0,115.0
1311,7,0,1,1,0,51.0,867,177.0
1312,5,0,1,0,1,80.0,8304,712.0
1313,4,1,2,1,0,32.0,151,118.0
1314,7,0,0,1,0,48.0,-583,25.0
1315,1,0,2,0,0,49.0,1784,753.0
1316,4,0,2,1,0,30.0,3134,124.0
1317,6,1,1,1,0,27.0,49,208.0
1318,9,0,1,0,0,34.0,-346,136.0
1319,4,0,1,1,1,49.0,1623,1081.0
1320,4,0,2,0,0,48.0,60,376.0
1321,7,0,1,0,0,40.0,17,78.0
1322,1,0,1,1,0,38.0,2008,354.0
1323,1,0,0,1,0,46.0,91,29.0
1324,2,0,2,1,0,41.0,171,209.0
1325,4,1,2,1,0,28.0,1027,433.0
1326,7,0,3,1,0,51.0,5801,147.0
1327,1,2,0,1,0,33.0,142,41.0
1328,4,1,2,0,0,26.0,205,111.0
1329,0,1,1,0,0,34.0,852,108.0
1330,1,0,1,1,0,27.0,-584,411.0
1331,6,0,1,0,0,42.0,97,108.0
1332,0,0,1,1,1,45.0,204,224.0
1333,9,1,1,1,0,31.0,628,1083.0
1334,4,1,2,0,1,32.0,311,757.0
1335,1,0,0,0,0,39.0,1564,57.0
1336,1,1,1,1,0,26.0,856,95.0
1337,4,1,2,0,0,40.0,1509,144.0
1338,7,0,1,0,0,52.0,-888,135.0
1339,9,1,2,0,0,40.0,226,176.0
1340,9,0,1,0,0,48.0,127,524.0
1341,7,0,1,1,0,31.0,413,65.0
1342,0,0,1,1,1,27.0,710,653.0
1343,9,0,1,1,1,47.0,1233,91.0
1344,4,1,1,0,1,28.0,171,93.0
1345,4,2,2,1,0,40.0,69,503.0
1346,0,0,1,1,0,34.0,1499,186.0
1347,6,0,2,1,0,29.0,751,121.0
1348,4,0,2,0,0,36.0,61,452.0
1349,5,0,0,0,1,83.0,425,883.0
1350,7,2,0,1,0,55.0,2923,104.0
1351,4,2,2,0,0,43.0,99,24.0
1352,8,1,1,0,0,23.0,1021,79.0
1353,9,0,2,0,0,44.0,1146,178.0
1354,1,0,0,1,0,58.0,781,74.0
1355,0,1,1,0,0,29.0,1448,217.0
1356,4,1,2,0,0,30.0,604,475.0
1357,0,1,1,1,0,29.0,-194,127.0
1358,9,0,1,0,0,41.0,0,101.0
1359,3,0,0,1,0,35.0,0,340.0
1360,9,1,1,1,0,31.0,1014,158.0
1361,0,1,2,0,0,27.0,73,242.0
1362,7,0,1,1,0,47.0,2597,323.0
1363,6,0,2,1,0,53.0,2627,18.0
1364,4,0,2,1,0,34.0,1906,68.0
1365,1,0,0,1,0,34.0,-319,134.0
1366,4,0,2,1,0,36.0,-296,113.0
1367,9,0,1,1,0,40.0,169,43.0
1368,6,1,2,0,0,37.0,556,200.0
1369,5,2,3,0,0,65.0,300,245.0
1370,9,2,1,1,0,53.0,751,343.0
1371,9,1,1,0,0,28.0,126,229.0
1372,9,2,2,1,0,33.0,-386,530.0
1373,1,0,0,0,0,56.0,379,58.0
1374,6,0,1,0,0,45.0,706,78.0
1375,9,0,1,0,0,39.0,9121,147.0
1376,4,1,2,1,0,28.0,1466,40.0
1377,1,0,0,1,0,36.0,0,618.0
1378,1,0,0,1,0,41.0,951,23.0
1379,0,0,1,0,1,46.0,368,293.0
1380,1,0,1,1,0,41.0,121,16.0
1381,7,0,1,0,0,59.0,204,286.0
1382,0,0,1,1,0,24.0,299,209.0
1383,4,0,2,1,0,34.0,4170,935.0
1384,1,0,0,1,0,40.0,-335,260.0
1385,0,0,1,1,0,42.0,3165,298.0
1386,7,0,1,1,0,50.0,254,397.0
1387,4,1,2,1,0,25.0,553,113.0
1388,7,2,1,1,0,51.0,518,76.0
1389,4,0,2,0,0,50.0,85,141.0
1390,1,0,3,1,0,37.0,603,773.0
1391,7,1,1,0,0,21.0,361,329.0
1392,1,0,1,1,0,52.0,-98,423.0
1393,5,0,0,0,0,55.0,4424,67.0
1394,9,1,1,1,0,26.0,2610,626.0
1395,9,0,2,0,1,38.0,3234,578.0
1396,1,0,1,1,0,32.0,687,61.0
1397,1,0,1,1,0,31.0,631,248.0
1398,9,1,1,0,0,34.0,341,136.0
1399,9,1,2,0,0,33.0,316,126.0
1400,9,0,1,0,0,35.0,2,653.0
1401,4,0,3,1,0,44.0,415,7.0
1402,4,2,2,1,0,48.0,507,528.0
1403,1,0,1,1,0,29.0,912,785.0
1404,4,0,2,0,0,50.0,0,243.0
1405,1,0,0,1,0,37.0,37,24.0
1406,0,1,1,0,0,44.0,2524,82.0
1407,10,1,2,1,0,36.0,9019,952.0
1408,1,2,3,1,0,49.0,39,27.0
1409,1,0,1,1,0,31.0,0,143.0
1410,9,2,1,1,0,49.0,265,274.0
1411,1,1,1,1,1,35.0,0,1174.0
1412,0,2,3,0,0,57.0,4012,915.0
1413,1,0,0,1,0,42.0,1520,115.0
1414,1,2,1,1,0,36.0,-140,222.0
1415,5,2,0,0,0,75.0,852,341.0
1416,1,1,1,1,0,38.0,578,112.0
1417,1,0,0,1,0,40.0,0,64.0
1418,7,1,1,1,1,38.0,2253,937.0
1419,4,1,2,1,0,34.0,1171,129.0
1420,9,1,2,1,0,29.0,452,59.0
1421,0,0,1,1,0,28.0,-97,79.0
1422,5,0,1,0,0,79.0,4738,151.0
1423,0,2,1,1,0,51.0,467,83.0
1424,8,1,2,0,0,32.0,0,101.0
1425,4,0,2,0,1,36.0,495,157.0
1426,2,0,1,0,0,38.0,157,57.0
1427,6,0,1,1,0,49.0,358,176.0
1428,7,0,1,1,0,42.0,292,222.0
1429,1,0,0,1,0,43.0,7343,217.0
1430,1,0,1,1,0,34.0,-563,252.0
1431,5,1,1,1,1,59.0,351,1063.0
1432,11,0,0,0,0,35.0,365,41.0
1433,1,1,1,1,0,33.0,13494,27.0
1434,0,1,1,1,0,34.0,846,758.0
1435,5,0,1,0,1,64.0,1574,301.0
1436,2,0,2,1,0,34.0,-28,574.0
1437,5,0,2,0,1,77.0,0,847.0
1438,5,0,0,0,0,57.0,2927,78.0
1439,1,0,1,1,0,30.0,501,514.0
1440,3,2,0,0,1,56.0,1238,1558.0
1441,11,0,3,0,0,49.0,301,789.0
1442,5,0,0,0,0,73.0,1388,146.0
1443,9,1,1,1,0,39.0,102,272.0
1444,9,2,0,1,0,57.0,13,323.0
1445,6,0,1,1,0,32.0,413,712.0
1446,9,1,2,1,1,32.0,4665,860.0
1447,0,0,1,1,0,45.0,638,75.0
1448,1,0,1,1,0,32.0,101,191.0
1449,4,0,2,1,1,31.0,1224,1441.0
1450,6,0,1,0,0,49.0,1103,428.0
1451,7,0,1,0,0,29.0,3748,322.0
1452,9,0,1,1,0,55.0,955,104.0
1453,0,0,1,1,0,30.0,518,127.0
1454,7,1,0,1,1,45.0,1893,1259.0
1455,9,0,2,0,0,39.0,14,114.0
1456,0,0,1,1,0,36.0,-423,106.0
1457,4,0,2,0,0,33.0,3696,305.0
1458,4,0,2,1,1,36.0,2987,307.0
1459,9,1,1,0,0,31.0,433,1504.0
1460,9,0,3,0,0,36.0,756,396.0
1461,9,1,2,1,0,38.0,0,71.0
1462,11,0,1,0,0,33.0,2727,205.0
1463,9,0,1,1,0,40.0,93,134.0
1464,1,0,1,0,1,31.0,1766,166.0
1465,7,0,1,1,0,39.0,124,81.0
1466,0,0,2,0,0,33.0,69,77.0
1467,7,2,1,0,1,53.0,0,80.0
1468,4,0,2,1,0,38.0,0,537.0
1469,9,0,1,0,1,59.0,259,415.0
1470,1,0,0,0,0,55.0,4103,291.0
1471,9,1,2,1,0,38.0,744,283.0
1472,7,0,1,1,0,48.0,116,70.0
1473,1,0,1,1,0,53.0,70,611.0
1474,0,2,1,0,0,44.0,432,132.0
1475,4,0,2,0,0,57.0,1172,26.0
1476,1,1,1,1,0,29.0,9,262.0
1477,7,0,1,1,0,31.0,428,272.0
1478,9,1,2,1,0,35.0,7546,137.0
1479,1,0,0,0,0,31.0,620,95.0
1480,6,0,2,0,0,35.0,8647,140.0
1481,4,1,1,1,0,40.0,192,71.0
1482,1,0,1,1,0,39.0,0,502.0
1483,9,1,2,1,0,43.0,27733,164.0
1484,2,0,0,1,0,44.0,276,219.0
1485,9,1,1,0,1,29.0,113,328.0
1486,9,0,1,1,0,40.0,782,224.0
1487,2,0,0,1,0,33.0,82,63.0
1488,4,0,2,0,0,46.0,1008,24.0
1489,11,1,2,0,0,27.0,6421,147.0
1490,0,1,1,0,0,26.0,443,84.0
1491,9,0,1,1,0,41.0,351,175.0
1492,9,0,2,1,0,34.0,5060,12.0
1493,9,1,2,0,0,39.0,-41,40.0
1494,7,1,1,0,0,27.0,-124,217.0
1495,1,0,1,1,0,31.0,79,235.0
1496,10,1,1,0,0,44.0,3945,255.0
1497,5,0,2,0,0,55.0,197,256.0
1498,1,2,0,0,0,51.0,837,41.0
1499,4,0,2,0,0,50.0,-94,75.0
1500,7,0,1,1,0,30.0,1743,192.0
1501,9,0,1,0,1,46.0,57,796.0
1502,0,0,1,0,0,49.0,635,220.0
1503,5,0,1,1,0,56.0,-113,614.0
1504,0,2,1,0,1,47.0,225,1126.0
1505,0,0,1,0,0,30.0,124,161.0
1506,2,1,1,0,0,36.0,475,141.0
1507,4,0,2,0,0,40.0,-7,697.0
1508,9,1,1,0,0,37.0,375,223.0
1509,0,2,1,0,1,42.0,936,931.0
1510,9,0,1,1,0,45.0,1415,483.0
1511,10,1,1,0,0,34.0,0,63.0
1512,0,1,1,0,0,27.0,3638,271.0
1513,1,0,1,1,0,30.0,-99,144.0
1514,9,0,1,1,0,32.0,167,79.0
1515,3,0,0,1,0,46.0,19,171.0
1516,6,0,2,1,0,29.0,242,73.0
1517,11,0,3,0,0,53.0,13,69.0
1518,9,0,1,0,0,32.0,286,60.0
1519,10,0,1,1,0,49.0,769,257.0
1520,4,0,2,0,0,35.0,93,198.0
1521,1,0,1,1,0,38.0,1663,217.0
1522,2,0,0,1,0,39.0,238,134.0
1523,9,1,1,1,0,34.0,2178,41.0
1524,1,0,0,1,0,42.0,792,611.0
1525,1,1,3,1,0,35.0,871,216.0
1526,0,0,1,0,0,60.0,1025,388.0
1527,9,2,1,1,0,57.0,63,242.0
1528,1,1,1,0,0,31.0,16,387.0
1529,4,1,1,0,0,29.0,417,90.0
1530,7,0,1,1,0,41.0,3992,281.0
1531,1,0,0,1,0,46.0,2749,332.0
1532,9,0,1,0,1,33.0,133,218.0
1533,1,1,1,1,0,32.0,1721,650.0
1534,4,2,2,1,1,54.0,2171,1034.0
1535,7,0,1,1,0,37.0,4760,182.0
1536,9,1,1,0,0,32.0,2979,156.0
1537,4,0,2,1,0,43.0,690,171.0
1538,1,2,1,1,0,50.0,203,265.0
1539,1,0,1,1,0,34.0,322,10.0
1540,0,2,1,0,0,31.0,1210,350.0
1541,6,0,1,1,0,43.0,634,65.0
1542,2,0,1,0,0,49.0,273,58.0
1543,8,1,3,0,0,22.0,47,69.0
1544,4,0,2,0,0,35.0,1100,127.0
1545,0,0,1,1,0,56.0,0,154.0
1546,1,0,1,0,0,53.0,0,36.0
1547,2,0,2,0,0,54.0,1544,85.0
1548,7,1,3,1,0,32.0,6145,362.0
1549,6,0,1,1,0,41.0,28,49.0
1550,1,0,1,1,0,40.0,1012,410.0
1551,1,0,0,1,0,33.0,245,253.0
1552,4,1,2,0,0,33.0,1998,570.0
1553,1,0,1,1,0,34.0,3990,633.0
1554,7,0,1,1,0,36.0,1328,82.0
1555,2,0,2,1,0,34.0,412,164.0
1556,4,0,0,0,0,55.0,229,175.0
1557,8,1,2,0,1,28.0,1562,659.0
1558,0,1,1,1,0,29.0,3432,139.0
1559,0,1,1,1,0,31.0,144,43.0
1560,4,0,2,1,0,52.0,1339,343.0
1561,7,0,3,0,0,54.0,386,74.0
1562,1,0,0,1,0,43.0,7727,302.0
1563,2,0,1,0,0,55.0,204,455.0
1564,1,2,3,1,0,28.0,101,126.0
1565,10,2,1,1,0,45.0,728,107.0
1566,2,0,0,1,0,45.0,2418,120.0
1567,4,0,2,1,0,51.0,2934,727.0
1568,9,1,1,1,0,42.0,0,275.0
1569,11,1,3,0,0,43.0,181,41.0
1570,4,0,2,0,0,34.0,176,61.0
1571,1,0,0,1,0,36.0,49,232.0
1572,1,0,1,1,0,37.0,2023,214.0
1573,1,0,1,1,0,50.0,372,21.0
1574,4,2,3,0,1,42.0,7702,138.0
1575,1,1,0,1,0,34.0,464,173.0
1576,4,0,1,1,0,48.0,117,635.0
1577,0,0,1,1,0,47.0,104,77.0
1578,4,0,2,1,0,40.0,1041,73.0
1579,4,0,2,0,0,37.0,539,540.0
1580,1,0,0,1,0,38.0,0,179.0
1581,9,1,2,1,0,29.0,406,119.0
1582,1,0,0,1,0,46.0,2558,107.0
1583,1,0,1,1,0,26.0,484,48.0
1584,7,1,2,1,0,30.0,3516,447.0
1585,1,0,1,1,0,42.0,5639,430.0
1586,4,1,2,0,0,42.0,100,64.0
1587,0,1,1,1,0,31.0,1306,217.0
1588,4,1,2,1,0,37.0,815,77.0
1589,1,0,1,1,0,26.0,245,16.0
1590,1,0,3,0,0,54.0,191,753.0
1591,5,0,1,0,0,70.0,2815,125.0
1592,6,1,1,1,0,29.0,3672,1210.0
1593,7,0,1,1,0,50.0,1572,185.0
1594,10,2,1,1,0,60.0,385,80.0
1595,9,1,1,0,0,32.0,29,156.0
1596,9,0,1,0,0,32.0,84,403.0
1597,6,1,2,1,0,34.0,876,145.0
1598,7,1,0,1,0,48.0,1499,17.0
1599,8,0,2,1,0,25.0,0,160.0
1600,4,0,1,1,0,32.0,6217,486.0
1601,1,0,0,1,0,32.0,329,321.0
1602,0,2,1,1,0,47.0,162,203.0
1603,9,0,3,0,0,32.0,14533,646.0
1604,4,1,2,1,1,49.0,151,97.0
1605,7,0,1,1,0,53.0,-2,144.0
1606,1,1,3,0,0,41.0,4684,30.0
1607,4,2,2,0,0,47.0,1149,82.0
1608,1,0,0,1,0,35.0,11,326.0
1609,4,1,1,0,0,33.0,8004,414.0
1610,1,0,0,1,0,49.0,1019,285.0
1611,4,2,2,0,1,46.0,1297,716.0
1612,4,2,2,1,0,29.0,415,449.0
1613,6,0,0,1,0,58.0,671,16.0
1614,0,1,1,1,0,40.0,2378,65.0
1615,4,0,2,1,0,34.0,417,138.0
1616,5,0,0,0,0,60.0,71,121.0
1617,4,0,2,0,0,43.0,1188,140.0
1618,1,0,0,1,0,50.0,8139,256.0
1619,1,0,1,1,0,33.0,249,61.0
1620,1,0,0,1,0,37.0,689,367.0
1621,6,0,1,1,0,55.0,203,9.0
1622,1,1,0,0,0,45.0,-183,395.0
1623,1,0,0,0,0,47.0,3451,125.0
1624,9,0,1,0,0,58.0,116,580.0
1625,7,0,1,1,0,36.0,1746,15.0
1626,9,0,1,1,0,55.0,0,119.0
1627,1,0,1,1,0,31.0,897,26.0
1628,9,0,1,1,0,38.0,821,224.0
1629,1,0,1,1,0,42.0,130,285.0
1630,4,2,2,1,0,32.0,1,399.0
1631,1,0,1,0,0,39.0,8,88.0
1632,9,0,1,1,0,41.0,55,185.0
1633,1,0,0,0,0,59.0,699,98.0
1634,10,2,1,0,0,42.0,759,97.0
1635,1,0,1,1,0,33.0,687,72.0
1636,5,0,1,0,0,53.0,4968,109.0
1637,1,0,0,1,0,43.0,1211,208.0
1638,6,1,2,0,1,39.0,426,1029.0
1639,2,1,1,1,0,27.0,376,273.0
1640,4,0,2,1,0,39.0,12,130.0
1641,1,1,1,0,0,27.0,23,590.0
1642,0,0,1,1,0,33.0,353,107.0
1643,7,2,1,1,0,29.0,330,88.0
1644,4,2,2,0,0,33.0,0,305.0
1645,2,0,1,0,0,41.0,353,90.0
1646,9,1,2,1,0,38.0,2273,222.0
1647,4,0,2,1,0,30.0,0,127.0
1648,10,0,2,0,0,58.0,744,38.0
1649,7,1,1,0,0,37.0,608,380.0
1650,0,2,1,1,0,36.0,356,244.0
1651,1,0,0,1,0,45.0,1291,189.0
1652,9,1,1,1,0,23.0,-306,217.0
1653,1,0,0,0,1,53.0,306,388.0
1654,1,0,0,1,0,44.0,-312,22.0
1655,9,1,1,0,0,32.0,493,289.0
1656,4,0,2,1,0,32.0,71,221.0
1657,0,0,2,1,0,38.0,669,129.0
1658,1,0,0,1,0,47.0,556,147.0
1659,7,1,1,1,0,34.0,84,299.0
1660,7,0,1,1,0,52.0,108,543.0
1661,0,1,1,1,0,45.0,-11,247.0
1662,1,0,0,1,0,50.0,1164,166.0
1663,1,2,0,1,1,52.0,-191,755.0
1664,1,0,1,0,0,37.0,132,336.0
1665,1,0,1,1,0,51.0,2237,619.0
1666,4,0,2,1,0,32.0,4761,159.0
1667,1,0,1,1,0,33.0,-346,29.0
1668,10,0,1,1,0,28.0,655,606.0
1669,4,0,2,1,0,66.0,1048,971.0
1670,7,1,1,1,0,31.0,0,231.0
1671,1,0,0,1,0,35.0,624,163.0
1672,7,1,3,0,1,47.0,1784,385.0
1673,0,1,1,0,0,36.0,1281,119.0
1674,9,1,2,0,0,32.0,569,348.0
1675,1,0,0,1,0,34.0,1666,30.0
1676,0,0,1,1,0,40.0,168,249.0
1677,6,0,2,0,0,33.0,263,119.0
1678,1,0,1,1,0,39.0,-405,177.0
1679,6,0,1,1,0,38.0,279,110.0
1680,9,1,1,0,1,32.0,0,594.0
1681,11,0,3,0,0,65.0,300,105.0
1682,10,1,2,0,0,34.0,415,123.0
1683,0,1,0,1,0,34.0,0,172.0
1684,1,1,0,1,0,42.0,1322,178.0
1685,7,0,1,1,0,31.0,1062,230.0
1686,9,0,1,1,0,47.0,302,89.0
1687,9,2,1,1,0,44.0,809,118.0
1688,3,0,1,1,0,38.0,-278,143.0
1689,4,1,2,1,0,28.0,3238,7.0
1690,0,1,1,1,0,46.0,751,104.0
1691,1,2,0,0,0,51.0,-28,220.0
1692,4,2,2,0,0,42.0,0,85.0
1693,9,1,1,0,1,37.0,2442,91.0
1694,10,0,2,1,0,58.0,1798,19.0
1695,0,0,1,0,1,43.0,132,574.0
1696,4,1,2,1,0,36.0,260,49.0
1697,1,0,1,1,0,34.0,7,171.0
1698,4,1,2,0,1,31.0,3283,258.0
1699,9,0,3,1,0,49.0,323,41.0
1700,4,0,2,1,0,54.0,2960,83.0
1701,10,1,1,0,0,29.0,486,95.0
1702,5,2,1,1,0,51.0,343,78.0
1703,10,2,1,1,0,40.0,507,134.0
1704,4,1,2,1,1,35.0,5958,215.0
1705,8,1,1,0,1,25.0,304,226.0
1706,1,1,1,1,1,32.0,118,1275.0
1707,6,0,1,0,0,30.0,123,66.0
1708,4,0,2,1,0,38.0,76,196.0
1709,0,0,1,1,1,46.0,70,229.0
1710,10,0,0,1,0,43.0,960,241.0
1711,9,1,2,0,0,32.0,2185,354.0
1712,1,1,1,1,0,29.0,309,471.0
1713,1,0,1,0,0,56.0,2190,90.0
1714,9,0,0,0,0,57.0,0,58.0
1715,0,0,1,1,0,38.0,3732,379.0
1716,9,0,0,0,0,51.0,1550,12.0
1717,0,1,2,0,0,35.0,62,67.0
1718,1,0,0,0,0,37.0,704,165.0
1719,4,0,1,1,1,48.0,4415,1032.0
1720,1,1,1,1,0,30.0,4,84.0
1721,5,0,1,0,0,60.0,262,393.0
1722,4,0,1,1,0,56.0,238,808.0
1723,1,0,0,1,0,45.0,97,923.0
1724,9,2,1,0,0,38.0,410,63.0
1725,8,1,1,0,0,20.0,1191,274.0
1726,5,0,0,1,0,59.0,-47,84.0
1727,9,0,2,0,1,34.0,197,78.0
1728,1,0,3,0,0,36.0,6,41.0
1729,0,1,1,1,1,53.0,2398,317.0
1730,4,0,2,1,0,51.0,630,138.0
1731,5,0,1,0,0,58.0,235,88.0
1732,4,0,0,1,0,48.0,1910,413.0
1733,4,0,2,1,0,56.0,3172,139.0
1734,1,0,0,0,0,51.0,872,82.0
1735,1,0,1,1,0,35.0,407,12.0
1736,0,1,1,1,1,40.0,100,221.0
1737,3,0,1,0,0,59.0,345,38.0
1738,4,2,2,0,0,44.0,2058,661.0
1739,3,0,0,0,1,49.0,889,388.0
1740,0,0,2,1,0,35.0,0,151.0
1741,4,0,2,0,0,41.0,51,140.0
1742,5,0,0,0,0,55.0,150,124.0
1743,6,0,1,0,0,51.0,34,200.0
1744,7,1,1,0,0,27.0,795,101.0
1745,1,0,0,0,0,57.0,282,261.0
1746,4,1,2,0,0,51.0,2139,176.0
1747,4,0,2,1,0,38.0,-469,209.0
1748,0,0,1,1,1,49.0,197,223.0
1749,9,1,2,1,0,40.0,825,38.0
1750,3,1,2,0,0,47.0,3232,541.0
1751,4,2,1,1,0,48.0,1598,84.0
1752,7,0,2,0,0,47.0,871,602.0
1753,7,0,1,0,0,56.0,83,26.0
1754,4,1,2,0,1,29.0,1445,328.0
1755,9,0,1,1,1,38.0,226,762.0
1756,4,0,2,1,0,32.0,-55,107.0
1757,0,1,1,1,0,42.0,243,46.0
1758,1,0,0,0,0,30.0,-336,128.0
1759,0,1,2,1,0,26.0,3672,360.0
1760,9,0,1,1,1,35.0,0,524.0
1761,9,0,1,1,0,35.0,251,128.0
1762,6,1,2,0,0,35.0,44,310.0
1763,1,0,1,0,1,57.0,2887,819.0
1764,0,1,1,0,0,29.0,1992,202.0
1765,1,1,1,0,0,32.0,2,144.0
1766,9,0,1,1,0,45.0,1415,311.0
1767,4,1,2,1,1,51.0,297,415.0
1768,9,1,1,1,0,31.0,1094,93.0
1769,6,0,3,1,0,50.0,-84,101.0
1770,1,1,1,1,0,38.0,-1,72.0
1771,4,0,2,1,0,37.0,347,282.0
1772,4,0,2,1,0,35.0,1253,210.0
1773,10,0,3,0,0,37.0,4565,369.0
1774,4,1,2,0,0,28.0,781,125.0
1775,4,0,2,0,0,-38.0,7124,301.0
1776,4,0,1,0,0,43.0,17555,14.0
1777,4,0,3,1,0,43.0,5172,57.0
1778,4,0,2,0,0,56.0,15520,420.0
1779,9,1,2,1,0,32.0,13711,638.0
1780,4,2,2,0,0,58.0,1533,137.0
1781,4,0,2,0,0,47.0,286,557.0
1782,1,1,1,1,0,31.0,-219,66.0
1783,4,0,2,1,0,38.0,0,206.0
1784,1,0,1,1,0,50.0,810,19.0
1785,1,0,1,0,0,32.0,300,166.0
1786,7,1,1,1,0,37.0,1175,102.0
1787,4,0,2,1,0,39.0,0,46.0
1788,7,0,1,1,0,40.0,113,126.0
1789,1,0,1,1,0,41.0,641,161.0
1790,9,0,1,1,0,45.0,1477,355.0
1791,0,0,1,1,0,31.0,0,40.0
1792,7,0,0,1,0,54.0,8,143.0
1793,0,2,1,1,0,39.0,399,133.0
1794,0,2,1,1,0,56.0,-435,185.0
1795,0,1,1,0,0,35.0,2830,22.0
1796,4,0,1,0,0,34.0,15,184.0
1797,9,1,1,0,0,31.0,125,78.0
1798,9,0,2,0,0,38.0,45,125.0
1799,9,0,2,0,0,41.0,13,189.0
1800,2,0,2,1,0,44.0,0,300.0
1801,1,0,1,1,0,49.0,579,396.0
1802,7,1,1,1,0,30.0,432,340.0
1803,7,1,1,1,0,31.0,1987,55.0
1804,4,0,1,1,0,34.0,857,238.0
1805,5,0,2,0,0,70.0,15834,172.0
1806,4,0,2,0,0,45.0,3370,36.0
1807,4,0,2,0,0,31.0,6290,303.0
1808,0,0,1,0,0,57.0,808,417.0
1809,7,0,3,1,0,40.0,4075,162.0
1810,1,0,1,1,0,28.0,373,10.0
1811,0,1,1,1,0,44.0,-101,99.0
1812,7,2,1,0,0,49.0,3250,32.0
1813,4,0,2,1,0,46.0,1375,308.0
1814,4,0,2,0,0,34.0,180,298.0
1815,9,0,1,0,0,58.0,175,92.0
1816,7,0,1,0,0,52.0,381,288.0
1817,1,0,1,1,0,27.0,2171,130.0
1818,9,0,1,1,0,48.0,340,255.0
1819,9,2,1,1,0,33.0,10,167.0
1820,0,0,1,1,0,46.0,4958,64.0
1821,3,0,3,0,0,51.0,21244,166.0
1822,4,0,2,0,1,31.0,156,657.0
1823,9,2,1,1,0,35.0,473,434.0
1824,0,1,1,0,0,37.0,781,75.0
1825,2,0,0,0,0,60.0,0,40.0
1826,9,0,1,0,0,40.0,1819,398.0
1827,4,0,2,1,0,50.0,4374,163.0
1828,2,0,1,1,0,34.0,456,137.0
1829,9,0,1,1,0,32.0,253,257.0
1830,7,1,1,1,0,36.0,774,231.0
1831,0,1,2,0,0,32.0,-59,192.0
1832,7,2,1,0,0,40.0,-81,186.0
